编号,SMILES,InChL,HomoEnergy,LumoEnergy,EnergyGap,偶极矩,极化率
4576,CC1=NC=C(N)C=N1,"1S/C5H7N3/c1-4-7-2-5(6)3-8-4/h2-3H,6H2,1H3",-0.2195,-0.0296,0.19,3.1912,72.28
4577,CC1=NC=C(N)N=C1,"1S/C5H7N3/c1-4-2-8-5(6)3-7-4/h2-3H,1H3,(H2,6,8)",-0.216,-0.0337,0.1823,1.5735,73.14
4581,NC1=CC=C(N)C=C1,"1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",-0.1714,0.0103,0.1817,2.1793,77.6
4583,NC1=CN=C(N)C=C1,"1S/C5H7N3/c6-4-1-2-5(7)8-3-4/h1-3H,6H2,(H2,7,8)",-0.1825,-0.0086,0.1739,2.662,73.8
4584,NC1=CN=C(N)C=N1,"1S/C4H6N4/c5-3-1-7-4(6)2-8-3/h1-2H,(H2,6,7)(H2,5,8)",-0.1916,-0.0304,0.1612,1.9724,70.54
4585,NC1=CN=C(N)N=C1,"1S/C4H6N4/c5-3-1-7-4(6)8-2-3/h1-2H,5H2,(H2,6,7,8)",-0.1938,-0.0258,0.168,2.4226,69.41
4623,CN1C=NC(=N)N=C1,"1S/C4H6N4/c1-8-2-6-4(5)7-3-8/h2-3,5H,1H3",-0.2258,-0.0376,0.1882,7.3129,69.27
4641,CC1=CC(=CN1)C#C,"1S/C7H7N/c1-3-7-4-6(2)8-5-7/h1,4-5,8H,2H3",-0.1982,0.0185,0.2167,3.0428,78.82
4642,CC1=CC(=CN1)C#N,"1S/C6H6N2/c1-5-2-6(3-7)4-8-5/h2,4,8H,1H3",-0.2258,-0.0039,0.2219,6.7056,72.26
4645,CC1=NC(=CN1)C#C,"1S/C6H6N2/c1-3-6-4-7-5(2)8-6/h1,4H,2H3,(H,7,8)",-0.2101,0.0084,0.2185,4.1539,74.35
4646,CC1=NC(=CN1)C#N,"1S/C5H5N3/c1-4-7-3-5(2-6)8-4/h3H,1H3,(H,7,8)",-0.2429,-0.0154,0.2275,7.5782,67.88
4649,NC1=CC(=CN1)C#C,"1S/C6H6N2/c1-2-5-3-6(7)8-4-5/h1,3-4,8H,7H2",-0.1902,0.0202,0.2104,2.79,74.66
4650,NC1=CC(=CN1)C#N,"1S/C5H5N3/c6-2-4-1-5(7)8-3-4/h1,3,8H,7H2",-0.2125,-0.0021,0.2104,6.5633,68.34
4653,NC1=NC(=CN1)C#C,"1S/C5H5N3/c1-2-4-3-7-5(6)8-4/h1,3H,(H3,6,7,8)",-0.1969,0.0108,0.2077,4.0859,70.6
4654,NC1=NC(=CN1)C#N,"1S/C4H4N4/c5-1-3-2-7-4(6)8-3/h2H,(H3,6,7,8)",-0.2231,-0.0126,0.2105,7.7108,64.29
4676,CC1=CC=C(N1)C#C,"1S/C7H7N/c1-3-7-5-4-6(2)8-7/h1,4-5,8H,2H3",-0.1934,0.0027,0.196,2.0025,81.59
4677,CC1=CC=C(N1)C#N,"1S/C6H6N2/c1-5-2-3-6(4-7)8-5/h2-3,8H,1H3",-0.2233,-0.0202,0.2032,4.9778,74.53
4680,CC1=CN=C(N1)C#C,"1S/C6H6N2/c1-3-6-7-4-5(2)8-6/h1,4H,2H3,(H,7,8)",-0.2114,-0.0127,0.1987,3.9132,76.82
4681,CC1=CN=C(N1)C#N,"1S/C5H5N3/c1-4-3-7-5(2-6)8-4/h3H,1H3,(H,7,8)",-0.2415,-0.0375,0.2039,6.1124,70.13
4684,CC1=NC=C(N1)C#C,"1S/C6H6N2/c1-3-6-4-7-5(2)8-6/h1,4H,2H3,(H,7,8)",-0.2112,-0.0084,0.2029,3.1128,76.28
4685,CC1=NC=C(N1)C#N,"1S/C5H5N3/c1-4-7-3-5(2-6)8-4/h3H,1H3,(H,7,8)",-0.2437,-0.0324,0.2113,4.2596,69.5
4688,NC1=CC=C(N1)C#C,"1S/C6H6N2/c1-2-5-3-4-6(7)8-5/h1,3-4,8H,7H2",-0.1786,0.0095,0.1881,2.6039,78.36
4689,NC1=CC=C(N1)C#N,"1S/C5H5N3/c6-3-4-1-2-5(7)8-4/h1-2,8H,7H2",-0.2029,-0.0116,0.1914,5.9805,71.66
4692,NC1=CN=C(N1)C#C,"1S/C5H5N3/c1-2-5-7-3-4(6)8-5/h1,3H,6H2,(H,7,8)",-0.1961,-0.007,0.1891,4.1292,73.71
4693,NC1=CN=C(N1)C#N,"1S/C4H4N4/c5-1-4-7-2-3(6)8-4/h2H,6H2,(H,7,8)",-0.2201,-0.0304,0.1897,6.9196,67.47
4696,NC1=NC=C(N1)C#N,"1S/C4H4N4/c5-1-3-2-7-4(6)8-3/h2H,(H3,6,7,8)",-0.2207,-0.0218,0.1989,5.2236,66.53
4718,CC1=CNC(=C1)C#C,"1S/C7H7N/c1-3-7-4-6(2)5-8-7/h1,4-5,8H,2H3",-0.1975,0.0023,0.1998,1.5676,80.85
4719,CC1=CNC(=C1)C#N,"1S/C6H6N2/c1-5-2-6(3-7)8-4-5/h2,4,8H,1H3",-0.2277,-0.021,0.2066,4.602,73.91
4720,CC1=CNC(=N1)C#C,"1S/C6H6N2/c1-3-6-7-4-5(2)8-6/h1,4H,2H3,(H,7,8)",-0.2131,-0.013,0.2001,3.3026,76.21
4721,CC1=CNC(=N1)C#N,"1S/C5H5N3/c1-4-3-7-5(2-6)8-4/h3H,1H3,(H,7,8)",-0.2427,-0.0383,0.2044,5.4786,69.64
4726,NC1=CNC(=C1)C#C,"1S/C6H6N2/c1-2-6-3-5(7)4-8-6/h1,3-4,8H,7H2",-0.1803,0.0037,0.184,1.9515,77.61
4727,NC1=CNC(=C1)C#N,"1S/C5H5N3/c6-2-5-1-4(7)3-8-5/h1,3,8H,7H2",-0.2028,-0.0193,0.1835,5.1426,70.86
4728,NC1=CNC(=N1)C#C,"1S/C5H5N3/c1-2-5-7-3-4(6)8-5/h1,3H,6H2,(H,7,8)",-0.1892,-0.0114,0.1777,3.0813,73.49
4729,NC1=CNC(=N1)C#N,"1S/C4H4N4/c5-1-4-7-2-3(6)8-4/h2H,6H2,(H,7,8)",-0.2123,-0.036,0.1763,5.675,67.06
4751,CN1C=CC(=C1)C#C,"1S/C7H7N/c1-3-7-4-5-8(2)6-7/h1,4-6H,2H3",-0.202,0.0165,0.2185,3.1257,78.97
4752,CN1C=CC(=C1)C#N,"1S/C6H6N2/c1-8-3-2-6(4-7)5-8/h2-3,5H,1H3",-0.232,-0.0047,0.2273,6.7567,72.24
4753,CN1C=NC(=C1)C#C,"1S/C6H6N2/c1-3-6-4-8(2)5-7-6/h1,4-5H,2H3",-0.2142,0.0046,0.2189,4.5293,74.5
4754,CN1C=NC(=C1)C#N,"1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3",-0.2485,-0.0188,0.2297,7.8544,67.84
4771,CCC1=CC(C)=CN1,"1S/C7H11N/c1-3-7-4-6(2)5-8-7/h4-5,8H,3H2,1-2H3",-0.1898,0.0512,0.241,1.6867,79.98
4773,CCC1=CC(N)=CN1,"1S/C6H10N2/c1-2-6-3-5(7)4-8-6/h3-4,8H,2,7H2,1H3",-0.1691,0.0534,0.2225,1.7346,76.33
4777,CCC1=NC(C)=CN1,"1S/C6H10N2/c1-3-6-7-4-5(2)8-6/h4H,3H2,1-2H3,(H,7,8)",-0.2057,0.0413,0.247,3.0634,75.34
4782,CNC1=CC(C)=CN1,"1S/C6H10N2/c1-5-3-6(7-2)8-4-5/h3-4,7-8H,1-2H3",-0.1805,0.0563,0.2368,1.3046,76.44
4784,CNC1=CC(N)=CN1,"1S/C5H9N3/c1-7-5-2-4(6)3-8-5/h2-3,7-8H,6H2,1H3",-0.1649,0.0578,0.2228,1.6413,72.76
4813,CCC1=CN(C)C=C1,"1S/C7H11N/c1-3-7-4-5-8(2)6-7/h4-6H,3H2,1-2H3",-0.1968,0.0477,0.2445,1.9326,79.79
4814,CCC1=CN(C)C=N1,"1S/C6H10N2/c1-3-6-4-8(2)5-7-6/h4-5H,3H2,1-2H3",-0.2128,0.0356,0.2484,3.6016,75.45
4817,CNC1=CN(C)C=C1,"1S/C6H10N2/c1-7-6-3-4-8(2)5-6/h3-5,7H,1-2H3",-0.165,0.0517,0.2167,1.5817,77.31
4818,CNC1=CN(C)C=N1,"1S/C5H9N3/c1-6-5-3-8(2)4-7-5/h3-4,6H,1-2H3",-0.1762,0.041,0.2172,2.9219,72.66
4828,CCC1=CC=C(C)N1,"1S/C7H11N/c1-3-7-5-4-6(2)8-7/h4-5,8H,3H2,1-2H3",-0.1854,0.0481,0.2334,1.8294,80.42
4830,CCC1=CC=C(N)N1,"1S/C6H10N2/c1-2-5-3-4-6(7)8-5/h3-4,8H,2,7H2,1H3",-0.177,0.0544,0.2315,1.3875,76.38
4840,CNC1=CC=C(C)N1,"1S/C6H10N2/c1-5-3-4-6(7-2)8-5/h3-4,7-8H,1-2H3",-0.1781,0.0524,0.2305,1.2903,76.94
4906,CCC1=CNC(C)=C1,"1S/C7H11N/c1-3-7-4-6(2)8-5-7/h4-5,8H,3H2,1-2H3",-0.1901,0.0509,0.241,1.8527,79.85
4907,CCC1=CNC(C)=N1,"1S/C6H10N2/c1-3-6-4-7-5(2)8-6/h4H,3H2,1-2H3,(H,7,8)",-0.2066,0.0385,0.2452,3.2485,75.49
4908,CCC1=CNC(N)=C1,"1S/C6H10N2/c1-2-5-3-6(7)8-4-5/h3-4,8H,2,7H2,1H3",-0.18,0.0574,0.2374,1.5995,75.7
4916,CNC1=CNC(C)=C1,"1S/C6H10N2/c1-5-3-6(7-2)4-8-5/h3-4,7-8H,1-2H3",-0.1658,0.0566,0.2224,1.3999,76.89
4917,CNC1=CNC(C)=N1,"1S/C5H9N3/c1-4-7-3-5(6-2)8-4/h3,6H,1-2H3,(H,7,8)",-0.1729,0.0434,0.2163,2.6,72.76
4918,CNC1=CNC(N)=C1,"1S/C5H9N3/c1-7-4-2-5(6)8-3-4/h2-3,7-8H,6H2,1H3",-0.1598,0.0633,0.2231,0.834,72.78
4943,CCN1C=CC(C)=C1,"1S/C7H11N/c1-3-8-5-4-7(2)6-8/h4-6H,3H2,1-2H3",-0.1953,0.0503,0.2456,1.8906,79.46
4944,CCN1C=CC(N)=C1,"1S/C6H10N2/c1-2-8-4-3-6(7)5-8/h3-5H,2,7H2,1H3",-0.1712,0.0529,0.2241,1.7676,76.01
4946,CCN1C=NC(C)=C1,"1S/C6H10N2/c1-3-8-4-6(2)7-5-8/h4-5H,3H2,1-2H3",-0.2109,0.0377,0.2486,3.6815,74.97
4947,CCN1C=NC(N)=C1,"1S/C5H9N3/c1-2-8-3-5(6)7-4-8/h3-4H,2,6H2,1H3",-0.1812,0.0395,0.2206,3.2315,71.64
4959,CC1=CC=CC=C1N,"1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",-0.1966,0.0129,0.2095,1.6624,79.32
4961,CC1=CC=CN=C1C,"1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",-0.2414,-0.0122,0.2292,2.0205,77.75
4962,CC1=CC=CN=C1N,"1S/C6H8N2/c1-5-3-2-4-8-6(5)7/h2-4H,1H3,(H2,7,8)",-0.2079,-0.0057,0.2022,2.061,75.39
4964,CC1=CC=NC=C1C,"1S/C7H9N/c1-6-3-4-8-5-7(6)2/h3-5H,1-2H3",-0.2452,-0.015,0.2302,2.757,77.28
4965,CC1=CC=NC=C1N,"1S/C6H8N2/c1-5-2-3-8-4-6(5)7/h2-4H,7H2,1H3",-0.2099,-0.0086,0.2013,3.3497,74.94
4968,CC1=CN=CN=C1C,"1S/C6H8N2/c1-5-3-7-4-8-6(5)2/h3-4H,1-2H3",-0.2437,-0.03,0.2137,2.864,72.78
4969,CC1=CN=CN=C1N,"1S/C5H7N3/c1-4-2-7-3-8-5(4)6/h2-3H,1H3,(H2,6,7,8)",-0.2317,-0.0141,0.2176,3.8083,70.3
4971,CC1=NC=CC=C1N,"1S/C6H8N2/c1-5-6(7)3-2-4-8-5/h2-4H,7H2,1H3",-0.2077,-0.0079,0.1998,2.9658,75.58
4973,CC1=NC=CN=C1C,"1S/C6H8N2/c1-5-6(2)8-4-3-7-5/h3-4H,1-2H3",-0.2399,-0.0377,0.2022,0.8383,74.02
4974,CC1=NC=CN=C1N,"1S/C5H7N3/c1-4-5(6)8-3-2-7-4/h2-3H,1H3,(H2,6,8)",-0.2189,-0.0295,0.1894,2.0492,72
4976,CC1=NC=NC=C1N,"1S/C5H7N3/c1-4-5(6)2-7-3-8-4/h2-3H,6H2,1H3",-0.223,-0.0262,0.1969,3.8234,70.83
4978,NC1=CC=CC=C1N,"1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",-0.1861,0.0194,0.2056,1.33,76.24
4982,NC1=CN=CN=C1N,"1S/C4H6N4/c5-3-1-7-2-8-4(3)6/h1-2H,5H2,(H2,6,7,8)",-0.2135,-0.0122,0.2013,3.7846,67.71
4985,NC1=NC=CN=C1N,"1S/C4H6N4/c5-3-4(6)8-2-1-7-3/h1-2H,(H2,5,7)(H2,6,8)",-0.2055,-0.0224,0.1831,1.9694,69.29
5020,CC1=CNC=NC1=N,"1S/C5H7N3/c1-4-2-7-3-8-5(4)6/h2-3H,1H3,(H2,6,7,8)",-0.2059,-0.0127,0.1932,5.6235,72.26
5026,NC1=CNC=NC1=N,"1S/C4H6N4/c5-3-1-7-2-8-4(3)6/h1-2H,5H2,(H2,6,7,8)",-0.1852,-0.0011,0.1841,5.177,70.44
5040,CN1C=NC=NC1=N,"1S/C4H6N4/c1-8-3-6-2-7-4(8)5/h2-3,5H,1H3",-0.2334,-0.0544,0.179,2.68,66.79
5042,N=C1C=CC=NC=N1,"1S/C5H5N3/c6-5-2-1-3-7-4-8-5/h1-4,6H",-0.2495,-0.0888,0.1607,2.6138,69.81
5043,N=C1C=CN=CC=N1,"1S/C5H5N3/c6-5-1-2-7-3-4-8-5/h1-4,6H",-0.2438,-0.0947,0.1491,2.3072,71.06
5044,N=C1C=CN=CN=C1,"1S/C5H5N3/c6-5-1-2-7-4-8-3-5/h1-4,6H",-0.2471,-0.0838,0.1632,1.1613,72.18
5045,N=C1C=NC=CC=N1,"1S/C5H5N3/c6-5-4-7-2-1-3-8-5/h1-4,6H",-0.2471,-0.0792,0.1679,2.8058,70.5
5046,N=C1C=NC=CN=C1,"1S/C5H5N3/c6-5-3-7-1-2-8-4-5/h1-4,6H",-0.2435,-0.0776,0.166,1.237,73.21
5047,N=C1C=NC=NC=N1,"1S/C4H4N4/c5-4-1-6-2-7-3-8-4/h1-3,5H",-0.2561,-0.089,0.1672,1.0626,64.52
5048,N=C1N=CC=CC=N1,"1S/C5H5N3/c6-5-7-3-1-2-4-8-5/h1-4,6H",-0.2555,-0.091,0.1645,5.0055,68.42
5049,N=C1N=CC=NC=N1,"1S/C4H4N4/c5-4-7-2-1-6-3-8-4/h1-3,5H",-0.2581,-0.1055,0.1525,3.4141,63.44
5062,CC1=C(C)C(N)=CN1,"1S/C6H10N2/c1-4-5(2)8-3-6(4)7/h3,8H,7H2,1-2H3",-0.1686,0.0581,0.2267,1.733,76.23
5065,CC1=C(N)C(N)=CN1,"1S/C5H9N3/c1-3-5(7)4(6)2-8-3/h2,8H,6-7H2,1H3",-0.1707,0.0586,0.2294,1.9686,72.5
5068,CC1=C(N)NC=C1N,"1S/C5H9N3/c1-3-4(6)2-8-5(3)7/h2,8H,6-7H2,1H3",-0.1692,0.0618,0.231,1.0247,71.9
5076,CC1=CNC(C)=C1C,"1S/C7H11N/c1-5-4-8-7(3)6(5)2/h4,8H,1-3H3",-0.1859,0.0551,0.241,1.6198,79.76
5077,CC1=CNC(C)=C1N,"1S/C6H10N2/c1-4-3-8-5(2)6(4)7/h3,8H,7H2,1-2H3",-0.1844,0.0552,0.2396,1.2159,76.04
5079,CC1=CNC(N)=C1C,"1S/C6H10N2/c1-4-3-8-6(7)5(4)2/h3,8H,7H2,1-2H3",-0.1877,0.0594,0.2471,0.928,75.29
5107,CN1C(C)=CC=C1C,"1S/C7H11N/c1-6-4-5-7(2)8(6)3/h4-5H,1-3H3",-0.1829,0.0494,0.2322,2.0121,80.08
5108,CN1C(C)=CC=C1N,"1S/C6H10N2/c1-5-3-4-6(7)8(5)2/h3-4H,7H2,1-2H3",-0.1765,0.0562,0.2327,1.4756,76.14
5111,CN1C(N)=CC=C1N,"1S/C5H9N3/c1-8-4(6)2-3-5(8)7/h2-3H,6-7H2,1H3",-0.1651,0.0632,0.2284,1.4249,72.35
5117,CN1C=CC(C)=C1C,"1S/C7H11N/c1-6-4-5-8(3)7(6)2/h4-5H,1-3H3",-0.187,0.0538,0.2409,1.8963,79.78
5118,CN1C=CC(C)=C1N,"1S/C6H10N2/c1-5-3-4-8(2)6(5)7/h3-4H,7H2,1-2H3",-0.1845,0.0543,0.2388,1.364,76.15
5120,CN1C=CC(N)=C1C,"1S/C6H10N2/c1-5-6(7)3-4-8(5)2/h3-4H,7H2,1-2H3",-0.1724,0.0528,0.2252,1.5282,76.16
5125,CN1C=NC(C)=C1C,"1S/C6H10N2/c1-5-6(2)8(3)4-7-5/h4H,1-3H3",-0.2027,0.0408,0.2435,3.7207,75.35
5127,CN1C=NC(N)=C1C,"1S/C5H9N3/c1-4-5(6)7-3-8(4)2/h3H,6H2,1-2H3",-0.1792,0.0401,0.2193,3.1999,71.94
5133,C#CCC1=CC=CN1,"1S/C7H7N/c1-2-4-7-5-3-6-8-7/h1,3,5-6,8H,4H2",-0.1993,0.0424,0.2416,1.3725,72.75
5135,C#CCC1=CN=CN1,"1S/C6H6N2/c1-2-3-6-4-7-5-8-6/h1,4-5H,3H2,(H,7,8)",-0.2206,0.0291,0.2498,3.3267,68.25
5137,C#CCC1=NC=CN1,"1S/C6H6N2/c1-2-3-6-7-4-5-8-6/h1,4-5H,3H2,(H,7,8)",-0.2188,0.0338,0.2526,3.0567,68.03
5139,N#CCC1=CC=CN1,"1S/C6H6N2/c7-4-3-6-2-1-5-8-6/h1-2,5,8H,3H2",-0.2158,0.0227,0.2386,2.466,67.92
5141,N#CCC1=CN=CN1,"1S/C5H5N3/c6-2-1-5-3-7-4-8-5/h3-4H,1H2,(H,7,8)",-0.2384,0.0097,0.2481,2.0842,63.53
5143,N#CCC1=NC=CN1,"1S/C5H5N3/c6-2-1-5-7-3-4-8-5/h3-4H,1H2,(H,7,8)",-0.2342,0.0155,0.2496,1.2681,63.13
5145,C#CCC1=CNC=C1,"1S/C7H7N/c1-2-3-7-4-5-8-6-7/h1,4-6,8H,3H2",-0.2042,0.0461,0.2503,1.8735,71.97
5146,C#CCC1=CNC=N1,"1S/C6H6N2/c1-2-3-6-4-7-5-8-6/h1,4-5H,3H2,(H,7,8)",-0.2222,0.0311,0.2533,3.281,67.76
5149,N#CCC1=CNC=C1,"1S/C6H6N2/c7-3-1-6-2-4-8-5-6/h2,4-5,8H,1H2",-0.2212,0.027,0.2483,5.4909,67.51
5150,N#CCC1=CNC=N1,"1S/C5H5N3/c6-2-1-5-3-7-4-8-5/h3-4H,1H2,(H,7,8)",-0.238,0.0169,0.255,4.3145,62.85
5153,C#CCN1C=CC=C1,"1S/C7H7N/c1-2-5-8-6-3-4-7-8/h1,3-4,6-7H,5H2",-0.2053,0.0273,0.2326,1.6363,72.64
5154,C#CCN1C=CN=C1,"1S/C6H6N2/c1-2-4-8-5-3-7-6-8/h1,3,5-6H,4H2",-0.2259,0.0184,0.2443,3.6146,68.12
5155,N#CCN1C=CC=C1,"1S/C6H6N2/c7-3-6-8-4-1-2-5-8/h1-2,4-5H,6H2",-0.2207,0.0069,0.2276,3.2316,67.91
5156,N#CCN1C=CN=C1,"1S/C5H5N3/c6-1-3-8-4-2-7-5-8/h2,4-5H,3H2",-0.2418,-0.0035,0.2383,3.3754,63.45
5184,N=CNC1=CNC=N1,"1S/C4H6N4/c5-2-7-4-1-6-3-8-4/h1-3H,(H2,5,7)(H,6,8)",-0.1912,0.0266,0.2178,0.8967,67.07
5205,CC#CC1=CC=CN1,"1S/C7H7N/c1-2-4-7-5-3-6-8-7/h3,5-6,8H,1H3",-0.1908,0.0092,0.2,1.8027,83.88
5207,CC#CC1=CN=CN1,"1S/C6H6N2/c1-2-3-6-4-7-5-8-6/h4-5H,1H3,(H,7,8)",-0.2083,-0.0028,0.2055,3.7862,78.61
5209,CC#CC1=NC=CN1,"1S/C6H6N2/c1-2-3-6-7-4-5-8-6/h4-5H,1H3,(H,7,8)",-0.2091,-0.0057,0.2034,3.6418,78.95
5211,CC#CC1=CNC=C1,"1S/C7H7N/c1-2-3-7-4-5-8-6-7/h4-6,8H,1H3",-0.1948,0.0244,0.2192,2.0201,81.09
5212,CC#CC1=CNC=N1,"1S/C6H6N2/c1-2-3-6-4-7-5-8-6/h4-5H,1H3,(H,7,8)",-0.2059,0.0135,0.2195,3.4247,76.88
5220,CCCC1=CC=CN1,"1S/C7H11N/c1-2-4-7-5-3-6-8-7/h3,5-6,8H,2,4H2,1H3",-0.1933,0.0489,0.2422,1.8671,78.86
5222,CCCC1=CN=CN1,"1S/C6H10N2/c1-2-3-6-4-7-5-8-6/h4-5H,2-3H2,1H3,(H,7,8)",-0.2138,0.0348,0.2486,3.8224,74.33
5224,CCCC1=NC=CN1,"1S/C6H10N2/c1-2-3-6-7-4-5-8-6/h4-5H,2-3H2,1H3,(H,7,8)",-0.2134,0.0366,0.25,3.3909,74.46
5226,CCNC1=CC=CN1,"1S/C6H10N2/c1-2-7-6-4-3-5-8-6/h3-5,7-8H,2H2,1H3",-0.185,0.0539,0.2389,1.4988,75.59
5249,CCCC1=CNC=C1,"1S/C7H11N/c1-2-3-7-4-5-8-6-7/h4-6,8H,2-3H2,1H3",-0.1986,0.0515,0.2502,1.7983,78.26
5250,CCCC1=CNC=N1,"1S/C6H10N2/c1-2-3-6-4-7-5-8-6/h4-5H,2-3H2,1H3,(H,7,8)",-0.2158,0.0366,0.2524,3.3263,74.31
5253,CCNC1=CNC=C1,"1S/C6H10N2/c1-2-8-6-3-4-7-5-6/h3-5,7-8H,2H2,1H3",-0.17,0.0577,0.2277,1.3819,75.52
5254,CCNC1=CNC=N1,"1S/C5H9N3/c1-2-7-5-3-6-4-8-5/h3-4,7H,2H2,1H3,(H,6,8)",-0.1782,0.042,0.2202,2.7502,71.65
5269,CCCN1C=CC=C1,"1S/C7H11N/c1-2-5-8-6-3-4-7-8/h3-4,6-7H,2,5H2,1H3",-0.1991,0.0476,0.2467,2.1575,78.1
5270,CCCN1C=CN=C1,"1S/C6H10N2/c1-2-4-8-5-3-7-6-8/h3,5-6H,2,4H2,1H3",-0.2194,0.0341,0.2535,4.1204,73.5
5301,CC(C)C1=CC=CN1,"1S/C7H11N/c1-6(2)7-4-3-5-8-7/h3-6,8H,1-2H3",-0.1937,0.0489,0.2426,1.8453,77.98
5303,CC(C)C1=CN=CN1,"1S/C6H10N2/c1-5(2)6-3-7-4-8-6/h3-5H,1-2H3,(H,7,8)",-0.2144,0.0348,0.2491,3.7673,73.43
5305,CC(C)C1=NC=CN1,"1S/C6H10N2/c1-5(2)6-7-3-4-8-6/h3-5H,1-2H3,(H,7,8)",-0.214,0.0375,0.2515,3.3226,73.63
5313,CN(C)C1=CC=CN1,"1S/C6H10N2/c1-8(2)6-4-3-5-7-6/h3-5,7H,1-2H3",-0.1757,0.0543,0.23,1.7418,75.53
5317,CC(C)C1=CNC=C1,"1S/C7H11N/c1-6(2)7-3-4-8-5-7/h3-6,8H,1-2H3",-0.1992,0.0515,0.2507,1.7379,77.47
5318,CC(C)C1=CNC=N1,"1S/C6H10N2/c1-5(2)6-3-7-4-8-6/h3-5H,1-2H3,(H,7,8)",-0.2165,0.0366,0.2532,3.261,73.47
5325,CN(C)C1=CNC=C1,"1S/C6H10N2/c1-8(2)6-3-4-7-5-6/h3-5,7H,1-2H3",-0.1681,0.0554,0.2235,1.4141,75.43
5326,CN(C)C1=CNC=N1,"1S/C5H9N3/c1-8(2)5-3-6-4-7-5/h3-4H,1-2H3,(H,6,7)",-0.1742,0.0403,0.2145,2.8167,71.87
5329,CC(C)N1C=CC=C1,"1S/C7H11N/c1-7(2)8-5-3-4-6-8/h3-7H,1-2H3",-0.1983,0.0512,0.2495,2.1702,77.42
5330,CC(C)N1C=CN=C1,"1S/C6H10N2/c1-6(2)8-4-3-7-5-8/h3-6H,1-2H3",-0.2176,0.0368,0.2544,4.1238,72.69
5331,CC1=CN2CCC2=C1,"1S/C7H9N/c1-6-4-7-2-3-8(7)5-6/h4-5H,2-3H2,1H3",-0.1915,0.0589,0.2505,1.859,77.62
5332,CC1=CN2CCC2=N1,"1S/C6H8N2/c1-5-4-8-3-2-6(8)7-5/h4H,2-3H2,1H3",-0.2068,0.0468,0.2536,3.3798,72.94
5333,NC1=CN2CCC2=C1,"1S/C6H8N2/c7-5-3-6-1-2-8(6)4-5/h3-4H,1-2,7H2",-0.1711,0.049,0.22,1.8907,74.03
5334,NC1=CN2CCC2=N1,"1S/C5H7N3/c6-4-3-8-2-1-5(8)7-4/h3H,1-2,6H2",-0.1799,0.0361,0.216,2.8831,69.46
5338,C#CC1=CC=NC=C1,"1S/C7H5N/c1-2-7-3-5-8-6-4-7/h1,3-6H",-0.2582,-0.0515,0.2067,1.9174,76.14
5339,C#CC1=CN=CC=C1,"1S/C7H5N/c1-2-7-4-3-5-8-6-7/h1,3-6H",-0.2448,-0.0432,0.2017,1.9198,76.7
5340,C#CC1=CN=CC=N1,"1S/C6H4N2/c1-2-6-5-7-3-4-8-6/h1,3-5H",-0.2552,-0.0642,0.191,0.0375,73.11
5341,C#CC1=CN=CN=C1,"1S/C6H4N2/c1-2-6-3-7-5-8-4-6/h1,3-5H",-0.2558,-0.0556,0.2002,1.9572,71.83
5342,C#CC1=NC=CC=C1,"1S/C7H5N/c1-2-7-5-3-4-6-8-7/h1,3-6H",-0.2443,-0.0432,0.2011,2.2261,76.94
5343,C#CC1=NC=CC=N1,"1S/C6H4N2/c1-2-6-7-4-3-5-8-6/h1,3-5H",-0.255,-0.0544,0.2006,1.9999,72.22
5344,C#CC1=NC=CN=C1,"1S/C6H4N2/c1-2-6-5-7-3-4-8-6/h1,3-5H",-0.2552,-0.0642,0.191,0.0381,73.11
5345,C#CC1=NC=NC=C1,"1S/C6H4N2/c1-2-6-3-4-7-5-8-6/h1,3-5H",-0.2597,-0.0652,0.1945,2.3272,71.58
5346,C#CC1=NC=NC=N1,"1S/C5H3N3/c1-2-5-7-3-6-4-8-5/h1,3-4H",-0.2764,-0.0779,0.1986,0.6692,66.65
5347,N#CC1=CC=CC=C1,1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,-0.2674,-0.0519,0.2156,4.5511,74.09
5348,N#CC1=CC=NC=C1,1S/C6H4N2/c7-5-6-1-3-8-4-2-6/h1-4H,-0.2788,-0.0756,0.2032,2.0541,69.26
5349,N#CC1=CN=CC=C1,"1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",-0.2792,-0.0668,0.2123,3.8666,69.67
5350,N#CC1=CN=CC=N1,"1S/C5H3N3/c6-3-5-4-7-1-2-8-5/h1-2,4H",-0.2787,-0.0885,0.1901,4.0331,65.94
5351,N#CC1=CN=CN=C1,1S/C5H3N3/c6-1-5-2-7-4-8-3-5/h2-4H,-0.2791,-0.0806,0.1986,1.9964,64.92
5352,N#CC1=NC=CC=C1,1S/C6H4N2/c7-5-6-3-1-2-4-8-6/h1-4H,-0.2808,-0.0669,0.2139,5.6205,69.76
5353,N#CC1=NC=CC=N1,1S/C5H3N3/c6-4-5-7-2-1-3-8-5/h1-3H,-0.2812,-0.0795,0.2016,6.1189,65.05
